Symbol,LTP,High,Low,PreviousClose,Change,Last 10D avg Volume,Delivery %,Symbol P/E,3 months high,3 months low
MAGADSUGAR,851.8,872.05,851.1,870.05,-18.25,26340.0,36.21,10.92,915.45,726.15
PNB,108.39,109.98,107.78,108.03,0.36,21563507.2,31.66,10.98,128.49,107.46
CORALFINAC,58.8,61.0,58.0,59.18,-0.38,87040.0,0,10.98,72.21,45.93
63MOONS,400.5,406.2,371.7,386.9,13.6,381756.9,41.43,11.01,432.4,324.9
FEDERALBNK,185.95,187.35,183.71,184.33,1.62,7290086.2,40.01,11.09,204.67,174.55
STEELCITY,95.95,98.4,95.72,96.97,-1.02,58624.1,66.5,11.11,104.94,86.54
SKMEGGPROD,257.8,261.95,255.1,260.5,-2.7,139501.2,61.01,11.38,286.05,232.5
ARMANFIN,1780.4,1811.85,1752.4,1793.95,-13.55,46701.7,54.33,11.4,"2,480.60","1,606.80"
SHRADHA,135.66,135.66,127.05,129.2,6.46,14711.8,0,11.46,166.03,96.38
GATECHDVR,1.25,1.26,1.15,1.22,0.03,2491150.0,0,11.49,3.23,1.22
KCP,246.0,256.0,245.0,248.1,-2.1,771991.1,38.01,11.53,271.31,212.36
IIFL,528.0,531.9,512.55,515.7,12.3,4150824.7,41.95,11.89,528.85,401.3
ALBERTDAVD,1475.0,1500.0,1470.0,1481.35,-6.35,5934.9,0,11.95,"1,697.45","1,135.05"
CUB,167.9,170.86,167.35,170.48,-2.58,2665395.7,41.41,11.99,172.88,155.7
PANAMAPET,401.9,402.25,392.65,396.85,5.05,109464.9,50.69,12.04,439.95,390.9
MODTHREAD,62.01,64.8,60.0,62.99,-0.98,6234.5,0,12.05,70.96,56.55
UTTAMSUGAR,338.0,345.0,338.0,340.5,-2.5,92138.1,49.79,12.06,361.8,309.1
KNRCON,328.95,340.8,327.05,336.35,-7.4,912544.2,56.2,12.07,409.6,328.75
CONSOFINVT,216.75,224.19,216.53,221.24,-4.49,22597.6,61.51,12.1,231.8,190.46
SIYSIL,490.0,508.4,490.0,504.7,-14.7,52093.8,51.99,12.29,530.45,470.9
NRBBEARING,314.2,319.5,313.75,315.2,-1.0,198338.7,58.44,12.31,363.55,299.0
RPPINFRA,205.0,216.0,200.53,206.53,-1.53,85233.6,0,12.31,231.72,123.2
DEN,54.9,56.38,54.4,55.97,-1.07,3466182.1,34.97,12.42,57.59,49.96
MRPL,189.39,195.86,187.25,186.89,2.5,1882500.7,11.83,12.43,241.91,186.89
GHCL,672.0,683.5,665.0,678.2,-6.2,223423.8,45.34,12.53,712.0,519.5
AVADHSUGAR,713.0,732.15,710.8,718.95,-5.95,87897.1,36.87,12.56,757.45,581.9
REDINGTON,190.15,194.89,189.6,193.09,-2.94,948255.5,59.59,12.57,222.75,188.45
KAMATHOTEL,203.3,211.99,202.07,207.74,-4.44,23744.8,61.3,12.62,238.33,193.53
JAGRAN,93.39,95.5,92.5,93.83,-0.44,1726226.9,41.17,12.64,107.75,89.11
INDUSINDBK,1474.95,1488.75,1461.15,1466.35,8.6,2564043.2,42.26,12.66,"1,528.20","1,338.10"
GPIL,926.8,947.8,921.6,941.8,-15.0,289615.7,54.27,12.81,994.15,"1,011.80"
PETRONET,331.25,335.8,330.15,334.15,-2.9,2760496.9,55.9,12.92,381.2,310.7
DBCORP,331.4,339.5,326.7,337.55,-6.15,161976.5,34.0,12.94,394.2,302.55
CREST,544.95,558.0,473.0,475.55,69.4,164738.1,25.5,12.95,539.55,379.45
JINDALSAW,713.7,721.4,707.45,712.5,1.2,893684.5,40.82,12.95,721.3,538.5
BANDHANBNK,212.45,214.2,207.61,207.68,4.77,17270989.0,37.2,13.01,219.77,185.83
JKTYRE,427.8,435.95,425.15,432.45,-4.65,1480884.8,42.17,13.05,479.55,392.4
PTC,237.25,240.64,234.13,239.87,-2.62,3377698.3,62.9,13.1,242.16,202.73
ALPA,115.1,119.95,114.22,118.78,-3.68,741836.9,51.86,13.19,123.64,84.34
HYBRIDFIN,13.9,13.96,13.12,13.74,0.16,12575.8,0,13.2,15.09,11.01
NCLIND,215.97,219.57,214.16,218.97,-3.0,105116.6,64.61,13.21,255.42,214.89
GLOBAL,199.28,205.0,196.6,196.12,3.16,45830.9,48.71,13.23,213.45,166.61
AGRITECH,230.43,230.43,208.48,209.49,20.94,19988.3,69.87,13.26,281.05,194.24
CREDITACC,1239.75,1263.95,1237.0,1252.9,-13.15,297157.0,66.34,13.36,"1,481.20","1,177.65"
NAVA,1314.5,1347.8,1248.15,1256.8,57.7,934905.2,19.49,13.41,998.35,"1,033.20"
RKEC,123.55,129.7,121.0,126.27,-2.72,94525.0,0,13.48,143.71,101.77
SRHHYPOLTD,564.0,583.7,563.1,576.95,-12.95,18012.7,71.78,13.51,646.7,538.25
GRINFRA,1672.1,1680.0,1606.9,1644.6,27.5,68372.2,49.52,13.6,"1,839.65","1,492.40"
MAHESHWARI,67.75,69.9,65.15,65.54,2.21,70393.3,38.5,13.64,78.87,63.68
RADAAN,2.82,2.82,2.69,2.69,0.13,79079.7,81.81,13.71,2.82,1.87
BALAXI,113.2,114.5,110.5,113.93,-0.73,214955.3,49.07,13.84,125.01,104.51
NDGL,3555.0,3740.0,3555.0,3682.15,-127.15,512.8,0,13.85,"3,682.15","2,492.40"
HITECHGEAR,875.0,896.45,865.0,881.0,-6.0,6418.5,0,13.88,997.95,"1,004.45"
BIRLAMONEY,150.5,154.0,148.0,148.61,1.89,46446.8,0,14.02,183.3,148.05
OIL,593.7,627.0,590.85,615.45,-21.75,7918761.3,32.36,14.08,741.0,485.35
DCMSRIND,199.5,200.82,194.89,191.95,7.55,224619.5,49.45,14.12,231.9,191.08
SHAREINDIA,301.5,308.5,300.0,304.3,-2.8,369264.8,73.5,14.2,970.10,"1,510.90"
ISEC,872.5,880.5,855.0,856.15,16.35,316440.7,54.86,14.2,868.6,736.95
AXISBANK,1235.2,1250.4,1225.0,1232.1,3.1,7116964.7,52.86,14.23,"1,317.30","1,126.10"
HINDALCO,683.3,687.95,673.35,683.0,0.3,4796737.2,41.36,14.25,711.85,610.3
UNIVPHOTO,364.0,371.35,360.0,370.7,-6.7,2258.7,55.68,14.37,392.3,353.25
INVENTURE,2.38,2.46,2.33,2.42,-0.04,5793103.6,49.83,14.38,3.13,2.37
GMBREW,941.0,988.75,930.05,991.3,-50.3,431300.1,35.17,14.47,991.3,630.15
AGARIND,1177.0,1190.0,1165.2,1168.95,8.05,31874.7,46.6,14.49,"1,309.00","1,122.90"
TVSHLTD,13866.0,14431.0,13866.0,14290.55,-424.55,6446.3,48.42,14.56,"14,511.85","11,811.40"
DALMIASUG,471.55,484.0,471.55,480.7,-9.15,215065.4,34.49,14.63,482.5,380.6
UNITEDTEA,428.5,456.8,411.4,437.6,-9.1,13585.1,30.72,14.64,452.15,388.65
DIGISPICE,34.01,35.87,34.01,35.18,-1.17,109719.4,0,14.69,46.16,32.87
NAHARCAP,320.65,328.8,320.6,324.15,-3.5,21832.8,63.71,14.7,361.25,293.25
KRBL,311.3,320.95,308.35,313.5,-2.2,1678117.3,25.32,14.71,331.2,275.6
TVTODAY,242.95,246.2,241.6,245.45,-2.5,324862.8,66.32,14.8,287.0,226.07
NATIONALUM,185.0,186.5,182.35,186.77,-1.77,9775447.4,35.42,14.84,206.31,165.09
PODDARMENT,430.5,430.7,401.2,413.7,16.8,9623.3,83.44,14.85,468.6,390.5
TNPL,217.99,220.8,215.8,217.8,0.19,137893.9,63.38,14.87,291.25,216.95
MHLXMIRU,168.02,175.19,166.0,171.08,-3.06,9087.4,33.14,14.89,208.19,168.05
CAREERP,495.0,500.0,489.0,498.15,-3.15,13557.4,0,14.93,538.9,384.85
ADROITINFO,18.8,19.42,18.76,19.07,-0.27,55877.6,70.74,14.94,20.73,16.73
FIBERWEB,47.0,49.0,46.4,48.01,-1.01,44557.6,0,14.97,64.26,38.9
LAGNAM,126.98,127.59,124.5,125.39,1.59,17745.1,63.24,14.98,170.29,121.72
ELECTCAST,217.4,221.5,214.26,215.91,1.49,4784948.2,50.76,14.98,230.91,165.59
STCINDIA,179.91,186.38,179.38,184.28,-4.37,119587.9,37.99,15.02,237.51,149.05
PPL,603.0,625.0,601.2,606.9,-3.9,173955.8,40.77,15.03,648.55,441.35
CSLFINANCE,454.0,460.4,453.0,453.3,0.7,54262.7,61.51,15.05,522.05,407.8
HIMATSEIDE,160.9,163.61,157.53,159.79,1.11,1642548.7,41.35,15.09,161.64,130.23
WORTH,162.0,166.69,157.03,156.38,5.62,140324.1,42.5,15.12,161.81,114.21
AMBICAAGAR,30.2,31.95,29.8,31.33,-1.13,32768.8,49.59,15.13,34.62,24.94
GAIL,217.75,221.14,216.02,219.73,-1.98,9992317.2,54.46,15.17,240.97,212.65
EQUITASBNK,83.19,84.25,82.6,84.44,-1.25,5797936.4,51.1,15.17,107.29,75.15
ARENTERP,50.1,50.28,48.75,50.63,-0.53,4172.2,0,15.18,78.4,41.92
SCI,247.5,249.7,241.9,245.1,2.4,2048724.6,37.34,15.2,345.65,244.5
TRF,502.0,524.85,487.8,511.0,-9.0,20861.9,66.86,15.23,607.9,457.5
CANFINHOME,877.0,898.0,869.05,881.35,-4.35,1115611.9,28.21,15.3,931.2,772.4
HINDOILEXP,240.55,245.5,236.05,235.2,5.35,917407.9,29.8,15.33,285.8,191.69
ONELIFECAP,20.84,20.84,20.0,19.85,0.99,35414.2,0,15.33,20.83,16.0
AIRAN,40.4,41.0,39.72,40.38,0.02,223913.8,0,15.36,44.35,27.21
CYBERMEDIA,25.7,26.36,25.6,26.13,-0.43,110314.5,39.69,15.37,33.51,23.31
BLISSGVS,128.0,131.49,126.1,131.38,-3.38,1297898.8,49.66,15.44,134.15,101.52
GEEKAYWIRE,113.49,116.5,111.02,113.81,-0.32,169850.5,0,15.44,137.7,88.6
LICI,1018.15,1034.45,1016.0,1021.2,-3.05,939468.9,39.96,15.44,996.35,"1,001.40"
LGBBROSLTD,1366.6,1404.95,1359.95,1384.3,-17.7,43000.6,49.81,15.45,"1,500.70","1,251.55"
DHAMPURSUG,213.6,218.0,212.01,214.55,-0.95,428146.2,35.21,15.46,242.11,195.82
BFUTILITIE,762.1,784.8,759.5,782.55,-20.45,178884.1,52.08,15.51,912.05,746.7
ASHAPURMIN,319.9,323.0,316.5,317.15,2.75,302344.3,66.40,15.54,434.7,291.8
ARIHANTCAP,108.45,114.59,106.1,112.97,-4.52,2562059.6,47.09,15.66,117.44,68.47
IDBI,89.7,91.89,89.48,91.38,-1.68,14999400.3,41.55,15.68,104.22,83.22
JAYAGROGN,308.0,312.2,303.2,310.15,-2.15,41161.2,48.56,15.75,338.9,274.65
MGL,1880.1,1933.95,1861.1,1909.95,-29.85,962417.4,16.59,15.76,"1,909.95","1,446.05"
JINDRILL,629.0,640.2,621.8,635.7,-6.7,27113.5,53.39,15.78,687.5,587.15
LINCOLN,737.0,780.0,728.55,773.5,-36.5,215802.2,51.01,15.82,792.7,603.4
NITINSPIN,398.5,410.15,395.5,407.85,-9.35,88906.5,50.64,15.84,460.9,345.6
GULFPETRO,87.93,93.48,87.5,91.37,-3.44,1881379.2,30.12,15.91,91.37,65.83
WANBURY,256.0,260.0,250.0,256.19,-0.19,87540.1,0,16.04,260.29,155.22
ADANIPOWER,653.2,667.7,649.0,666.35,-13.15,4097287.4,37.16,16.08,743.35,627.2
SPLIL,61.95,61.95,60.56,61.02,0.93,44633.9,71.04,16.09,66.22,59.03
KIRLOSIND,5340.0,5449.3,5332.4,5387.9,-47.9,3312.4,40.83,16.11,"6,245.35","5,270.00"
KMSUGAR,39.62,41.0,39.4,40.3,-0.68,122117.1,0,16.18,48.26,37.29
SIGIND,72.2,73.85,68.99,70.44,1.76,36859.9,86.82,16.27,92.83,69.77
GANESHHOUC,811.25,815.0,800.0,806.6,4.65,65719.0,60.05,16.28,991.50,"1,005.60"
GIPCL,223.2,228.22,222.0,225.3,-2.1,336523.1,47.38,16.31,263.84,210.09
CHAMBLFERT,520.0,525.85,506.05,519.3,0.7,2050267.5,23.72,16.31,557.85,467.65
AMBIKCO,1787.0,1829.95,1775.05,1817.95,-30.95,26567.9,49.62,16.32,"2,131.00","1,581.50"
SUPERHOUSE,225.4,228.99,223.5,226.55,-1.15,14978.7,69.4,16.35,240.9,211.75
IIFLSEC,330.0,337.4,317.0,329.15,0.85,1098915.2,55.76,16.37,338.05,184.83
VENUSREM,345.5,354.0,344.0,350.65,-5.15,41539.9,58.72,16.44,420.95,332.35
MOTILALOFS,774.0,828.85,771.1,770.85,3.15,1510072.2,26.74,16.44,775.6,530.3
STARTECK,257.1,267.95,255.6,255.2,1.9,4070.3,0,16.5,350.78,249.3
KRITINUT,150.0,157.85,150.0,155.62,-5.62,45085.8,0,16.6,158.78,106.18
SUKHJITS,563.0,576.5,555.0,566.6,-3.6,41833.6,67.16,16.67,595.45,455.55
JKIL,770.0,771.8,755.05,758.3,11.7,205530.7,56.8,16.77,903.3,750.8
RAMKY,682.1,697.95,680.65,696.3,-14.2,81513.0,57.1,16.8,765.05,530.0
SHRIRAMFIN,3569.0,3589.95,3440.0,3424.6,144.4,1218914.6,41.75,16.81,"3,574.70","2,679.00"
GSFC,226.76,228.7,222.51,225.03,1.73,1528118.1,36.39,16.84,262.66,220.64
VARROC,562.0,569.9,543.95,541.85,20.15,224025.8,20.84,16.86,678.6,525.35
HCC,43.75,44.58,43.5,43.51,0.24,16760327.4,37.27,16.9,55.75,43.51
MOKSH,21.71,22.39,21.5,21.95,-0.24,679107.3,0,16.92,24.24,13.95
VASWANI,51.16,52.8,50.28,50.0,1.16,174253.3,44.81,17.07,56.23,32.83
NATCOPHARM,1544.95,1561.7,1520.55,1561.7,-16.75,828141.0,46.92,17.09,"1,592.85","1,151.20"
PNBHOUSING,1074.0,1095.4,1050.0,1049.95,24.05,4555926.5,17.93,17.12,977.45,"1,002.80"
SAHYADRI,361.0,385.2,358.0,372.2,-11.2,25990.0,43.49,17.16,441.9,338.65
SCHAND,228.15,230.75,224.0,229.4,-1.25,71691.7,60.16,17.16,248.28,214.62
CENTRALBK,59.2,60.19,59.0,60.04,-0.84,3741150.2,41.23,17.17,65.57,57.12
AMJLAND,53.23,53.96,51.52,52.96,0.27,24339.0,0,17.19,62.49,39.94
SUNTV,827.0,831.0,820.0,823.35,3.65,628796.8,47.42,17.24,916.85,750.5
KOTAKBANK,1838.5,1859.45,1835.6,1846.65,-8.15,3920105.3,69.2,17.26,"1,853.20","1,746.20"
PATELENG,58.88,60.98,58.58,60.44,-1.56,9463104.7,45.68,17.27,71.57,51.13
VETO,160.5,166.0,157.5,163.47,-2.97,73970.1,0,17.32,192.95,121.57
SIMPLEXINF,0.0,0.0,0.0,0.0,0.0,426915.5,75.39,17.33,218.79,126.14
HINDMOTORS,28.38,29.1,27.26,28.7,-0.32,426918.5,0,17.36,36.9,28.09
CESC,192.0,193.05,188.82,192.43,-0.43,6000877.5,31.23,17.39,208.41,149.45
SHANKARA,567.5,576.0,567.05,573.6,-6.1,82408.0,54.53,17.41,716.2,563.85
ORBTEXP,186.5,189.45,182.2,185.38,1.12,35891.6,55.82,17.43,204.31,171.6
TNPETRO,94.68,96.27,94.5,96.32,-1.64,241953.1,55.99,17.44,106.45,90.11
DONEAR,122.1,124.55,122.0,123.3,-1.2,31186.4,0,17.45,150.8,120.89
CROWN,225.95,241.95,225.95,237.85,-11.9,34456.5,0,17.46,310.06,225.95
GAEL,130.9,135.37,129.0,134.02,-3.12,1366875.1,58.32,17.48,147.16,127.61
KSCL,1068.0,1095.15,1061.05,1075.85,-7.85,156343.3,36.99,17.52,993.05,"1,000.40"
OMAXAUTO,124.99,126.98,122.15,126.95,-1.96,38266.0,55.49,17.54,161.16,124.86
INDUSTOWER,426.0,430.7,421.55,430.45,-4.45,7855072.6,49.34,17.54,458.5,334.0
MVGJL,292.49,311.8,291.0,300.29,-7.8,2204429.2,50.96,17.58,301.03,219.33
MUTHOOTFIN,2014.0,2043.5,2006.3,2023.85,-9.85,603124.3,37.18,17.59,"2,023.85","1,717.35"
SARLAPOLY,89.9,91.8,89.0,91.14,-1.24,104123.4,0,17.65,113.54,88.5
AVG,443.95,467.85,440.35,457.3,-13.35,32390.1,43.96,17.65,510.4,445.6
TERASOFT,74.0,78.7,72.7,76.17,-2.17,26992.4,0,17.68,94.5,67.66
20MICRONS,293.0,307.2,290.2,295.4,-2.4,169097.0,35.96,17.69,339.0,185.37
ARIES,289.0,300.25,284.3,285.3,3.7,93462.8,46.7,17.72,316.0,257.01
LTF,176.0,178.48,174.7,175.85,0.15,7452593.8,39.16,17.73,190.1,160.46
TFCILTD,168.65,177.83,167.1,176.81,-8.16,1000578.5,68.17,17.77,213.76,167.78
GANESHBE,152.9,156.07,152.01,154.13,-1.23,169502.1,55.99,17.79,176.15,144.61
SHREDIGCEM,96.25,98.9,96.15,98.93,-2.68,294315.2,65.01,17.83,115.22,95.6
POONAWALLA,396.5,406.3,393.95,400.2,-3.7,1795752.8,41.67,17.84,428.7,342.5
DELTACORP,133.1,133.49,128.45,131.72,1.38,2573359.3,43.78,17.9,147.41,125.0
AUTOAXLES,1903.0,1948.3,1873.2,1930.9,-27.9,9267.8,48.86,17.97,"2,137.60","1,880.55"
BANCOINDIA,665.1,689.2,660.05,683.35,-18.25,57497.8,51.91,18.02,770.1,602.75
FMGOETZE,460.0,460.0,453.0,452.55,7.45,93867.8,70.5,18.07,475.15,411.5
INDOBORAX,246.1,262.65,242.0,240.33,5.77,951666.5,14.47,18.1,247.93,163.87
ABCAPITAL,226.4,228.12,223.15,225.17,1.23,4408573.8,38.6,18.15,243.02,203.47
BVCL,59.35,60.95,57.55,58.79,0.56,34310.5,43.68,18.19,71.98,58.77
GANDHITUBE,762.1,769.9,756.4,763.05,-0.95,3304.7,53.18,18.21,854.75,752.0
HDFCBANK,1692.95,1698.9,1671.1,1668.8,24.15,12701701.3,59.81,18.22,"1,768.65","1,601.20"
ASPINWALL,297.95,300.9,295.0,299.35,-1.4,20715.2,52.9,18.24,314.0,272.9
DBSTOCKBRO,46.92,48.0,46.66,47.03,-0.11,55847.6,69.19,18.24,53.76,41.59
NDL,64.94,66.4,62.57,64.36,0.58,8799296.2,0,18.28,65.72,45.35
PRECOT,430.0,467.55,428.5,447.75,-17.75,2771.2,0,18.35,534.85,427.5
BAJAJFINSV,1881.15,1897.0,1843.2,1848.7,32.45,2281768.3,48.99,18.35,"1,894.45","1,529.15"
BCLIND,66.61,68.9,61.29,62.71,3.9,5245372.1,27.36,18.39,66.51,51.76
RGL,134.0,143.89,132.0,143.28,-9.28,2658529.4,49.24,18.42,151.45,89.3
SANGHVIMOV,792.0,806.9,788.5,799.95,-7.95,256805.5,57.33,18.55,897.85,"1,021.00"
GNFC,659.25,659.75,648.0,652.6,6.65,994246.0,47.93,18.62,765.55,642.3
NLCINDIA,269.2,273.9,268.0,271.85,-2.65,3282888.4,51.44,18.66,297.73,231.51
SPORTKING,116.85,129.5,115.05,123.5,-6.65,474650.2,49.62,18.68,950.30,"1,002.60"
HISARMETAL,194.5,194.6,190.16,192.29,2.21,6886.7,48.02,18.71,211.9,182.83
MGEL,24.96,25.46,24.5,24.63,0.33,149974.8,0,18.76,30.64,20.57
SPIC,85.48,86.99,84.8,86.12,-0.64,2624412.3,36.64,18.76,93.76,76.23
INTENTECH,140.0,144.0,140.0,143.63,-3.63,39886.3,0,18.77,175.38,135.17
HGINFRA,1571.5,1603.35,1561.0,1589.2,-17.7,260253.6,57.02,18.82,"1,823.45","1,460.80"
DHUNINV,2353.55,2488.4,2320.0,2458.6,-105.05,40987.4,54.81,18.82,"2,588.40","1,147.50"
BAIDFIN,16.35,16.6,16.12,16.27,0.08,364967.8,0,18.84,19.79,14.2
VEDL,448.25,451.0,445.65,449.8,-1.55,15105540.1,36.19,18.87,473.85,413.25
NESCO,954.05,973.95,950.0,957.6,-3.55,164477.2,46.61,18.93,995.30,"1,008.40"
CHEMBOND,606.7,621.7,605.0,612.6,-5.9,13847.2,53.85,18.93,696.75,596.5
RAYMOND,1838.0,1860.0,1830.0,1832.9,5.1,399879.1,41.55,18.95,"3,229.50","1,832.90"
BEARDSELL,44.27,45.87,40.2,39.06,5.21,748513.0,36.47,19.04,44.93,33.99
GRASIM,2724.95,2777.0,2715.0,2754.85,-29.9,466651.7,39.01,19.1,"2,843.75","2,447.15"
ICICIBANK,1285.6,1295.35,1262.0,1268.1,17.5,11892169.5,49.4,19.15,"1,288.35","1,144.45"
JINDALSTEL,1024.7,1054.85,1017.55,1052.75,-28.05,1931926.4,51.97,19.21,989.95,"1,004.65"
IDFCFIRSTB,72.67,73.75,72.08,73.28,-0.61,28020269.9,47.76,19.21,83.84,70.6
ANGELONE,2619.7,2694.0,2536.05,2557.8,61.9,950851.9,22.08,19.25,"2,699.90","2,051.40"
GEECEE,387.0,401.3,386.15,390.1,-3.1,14595.8,65.97,19.27,402.85,360.5
KSHITIJPOL,6.4,6.41,6.1,6.11,0.29,921089.8,0,19.36,8.58,5.51
SHREEPUSHK,255.0,260.0,252.0,257.45,-2.45,57095.5,0,19.38,274.98,199.08
MAZDA,1276.05,1304.7,1275.0,1294.6,-18.55,7111.3,52.13,19.4,"1,611.20","1,246.85"
KOTHARIPET,226.5,230.0,222.85,222.85,3.65,470105.8,76.75,19.43,257.97,135.71
CEATLTD,2933.0,3004.9,2926.75,2966.65,-33.65,244940.7,34.0,19.45,"3,002.80","2,465.55"
JKLAKSHMI,775.0,788.7,772.8,782.3,-7.3,111294.6,55.08,19.45,900.35,769.65
HECPROJECT,105.0,107.49,103.0,106.01,-1.01,10032.0,0,19.48,138.42,99.99
UTIAMC,1297.9,1341.0,1280.05,1291.35,6.55,449798.8,35.16,19.55,995.00,"1,000.35"
GNA,430.0,434.4,422.55,431.2,-1.2,72092.3,54.49,19.58,455.0,389.95
JITFINFRA,888.0,932.95,883.0,908.95,-20.95,37975.7,66.08,19.6,995.35,"1,000.15"
POLYPLEX,1203.0,1230.45,1191.0,1213.2,-10.2,145460.7,44.0,19.65,995.95,"1,002.20"
AAKASH,12.5,12.68,12.1,12.35,0.15,145548.1,0,19.65,16.34,11.71
UGROCAP,263.8,264.0,257.14,263.48,0.32,280596.3,49.06,19.68,295.55,232.68
UNIPARTS,486.0,494.5,485.0,493.5,-7.5,69558.2,67.17,19.8,542.1,473.5
JETFREIGHT,17.9,18.98,17.71,18.65,-0.75,197827.7,0,19.9,22.86,13.07
WELCORP,681.65,688.2,671.45,685.3,-3.65,473743.6,47.65,19.94,729.25,512.35
NTPC,413.8,419.75,413.0,416.3,-2.5,14410258.8,38.37,19.94,423.45,357.65
DRREDDY,6574.0,6648.0,6531.0,6631.65,-57.65,328159.5,62.55,19.94,"7,062.45","5,956.20"
POWERGRID,334.0,338.9,333.1,336.9,-2.9,13648357.3,57.69,19.98,361.1,324.55
MASFIN,296.9,300.5,295.0,297.15,-0.25,316933.0,59.38,20.04,317.85,275.7
M&MFIN,327.0,330.9,324.75,327.6,-0.6,2131404.8,48.72,20.07,332.95,"1,801.00"
MONARCH,422.1,437.45,420.05,434.5,-12.4,469775.2,39.22,20.14,925.55,423.15
SURYAROSNI,661.7,676.0,653.75,671.3,-9.6,358364.3,38.74,20.15,713.05,554.8
WSI,149.5,152.9,149.25,151.69,-2.19,114369.0,65.03,20.21,181.54,141.45
AARVI,143.0,147.75,141.39,145.52,-2.52,25861.6,70.68,20.22,158.42,129.02
APOLLOTYRE,512.45,521.0,507.65,518.25,-5.8,1765786.5,30.65,20.23,559.65,483.0
GENCON,45.49,47.55,45.2,46.32,-0.83,79831.4,0,20.29,68.3,45.43
PFS,51.9,53.7,51.57,53.21,-1.31,1802516.4,47.07,20.3,60.42,44.51
BANSWRAS,147.6,149.5,145.05,148.97,-1.37,37680.1,70.18,20.32,176.05,143.82
SILINV,569.65,595.0,569.0,575.85,-6.2,3780.1,59.76,20.33,610.8,501.15
SCPL,386.0,394.4,386.0,391.15,-5.15,22032.4,63.99,20.38,610.4,387.2
DPWIRES,416.1,431.95,413.05,426.0,-9.9,57377.9,47.63,20.39,461.55,390.8
GATEWAY,97.3,98.08,96.46,97.44,-0.14,758221.8,64.04,20.41,112.86,96.49
PAR,239.8,247.95,238.0,242.1,-2.3,57431.2,53.27,20.45,259.85,223.79
KELLTONTEC,140.4,144.8,140.0,143.97,-3.57,726719.0,50.23,20.46,182.11,103.72
GMDCLTD,372.0,377.0,366.9,375.75,-3.75,1185933.4,49.08,20.51,422.9,357.2
DEEPINDS,418.9,433.9,415.5,428.65,-9.75,1289756.1,56.0,20.64,476.6,286.6
VTL,492.5,498.75,487.85,495.05,-2.55,205958.7,55.8,20.65,568.45,475.85
NELCAST,135.11,137.59,129.9,131.09,4.02,235973.5,64.1,20.66,158.92,131.09
NUCLEUS,1302.75,1309.65,1286.45,1298.9,3.85,31663.7,45.4,20.67,"1,543.00","1,142.20"
DATAMATICS,634.85,651.75,632.15,653.05,-18.2,146963.6,51.18,20.7,707.15,548.4
AJMERA,675.05,689.9,671.05,675.6,-0.55,23288.1,57.42,20.83,758.25,671.85
KSL,836.0,843.65,826.0,840.0,-4.0,70197.0,53.24,20.85,996.70,"1,008.40"
MITCON,125.35,130.74,125.26,128.22,-2.87,14473.4,63.26,20.91,182.29,126.75
STYRENIX,2395.0,2460.0,2341.0,2408.4,-13.4,49204.1,55.4,20.97,"2,819.65","1,957.80"
HITECHCORP,223.0,231.59,219.02,222.61,0.39,16804.1,66.02,21.0,254.29,213.97
BHARATWIRE,269.5,288.0,266.05,278.55,-9.05,229367.2,47.58,21.03,297.35,225.85
BSL,222.95,231.95,220.29,230.4,-7.45,20015.9,55.94,21.05,239.5,187.07
MADRASFERT,109.43,109.63,104.54,105.26,4.17,285746.9,33.22,21.08,130.08,102.9
MITTAL,2.0,2.02,1.97,2.01,-0.01,902964.2,75.06,21.08,2.23,1.96
PRITI,144.95,148.7,143.0,146.71,-1.76,33782.5,65.7,21.11,184.36,136.34
GTPL,170.85,174.03,170.05,172.67,-1.82,70302.3,64.9,21.12,179.41,157.1
MMFL,594.1,602.0,582.05,595.45,-1.35,78874.3,54.75,21.15,667.40,"1,197.25"
AWHCL,708.2,740.9,698.0,734.8,-26.6,156481.4,57.97,21.16,881.1,469.05
ACC,2471.2,2523.55,2454.05,2506.7,-35.5,498016.1,36.4,21.2,"2,772.25","2,281.95"
CAPACITE,391.7,409.5,381.1,383.85,7.85,1791571.6,20.84,21.23,400.7,275.75
TALBROAUTO,339.45,342.65,335.5,336.05,3.4,138644.5,49.28,21.3,389.75,311.55
LUMAXTECH,570.05,577.5,558.0,558.4,11.65,215695.8,56.5,21.32,593.1,510.2
ALLSEC,1107.0,1128.5,1095.0,1124.15,-17.15,24174.7,53.06,21.36,994.80,"1,002.15"
NAGREEKEXP,42.01,43.48,41.51,42.12,-0.11,40832.3,0,21.47,57.67,31.93
RAJSREESUG,72.68,73.41,71.66,72.42,0.26,64200.3,38.32,21.49,82.44,70.43
RADIANTCMS,82.0,84.9,81.2,82.77,-0.77,500484.1,56.18,21.53,87.81,79.28
GULFOILLUB,1406.4,1463.5,1406.0,1419.7,-13.3,140961.1,39.89,21.55,999.40,"1,012.60"
MAYURUNIQ,622.85,635.55,621.2,634.05,-11.2,84063.6,58.1,21.55,671.15,586.35
AHL,383.15,403.15,379.15,399.0,-15.85,1084036.6,33.9,21.61,607.35,384.95
RBL,1205.0,1243.65,1195.0,1229.25,-24.25,17438.3,0,21.63,998.50,"1,000.60"
EXPLEOSOL,1315.0,1329.0,1302.6,1319.6,-4.6,15476.5,52.19,21.75,"1,383.90","1,245.95"
BEPL,155.56,160.37,154.41,158.86,-3.3,2104117.0,43.6,21.8,172.5,119.02
